cell	cell_x	cell_y	cell_n_transcripts	cell_density	cell_elongation	cell_area	cell_avg_confidence	cell_Celltype	Area_Cluster
2945	2404.94805194805	5344.11688311688	77	0.02471	7.961	3116	0.9147	Stem + TA	2
2946	3761.88888888889	4009.22916666667	144	0.02173	1.928	6626	0.9921	Enterocyte (Bottom Villus)	4
2947	1897.94936708861	5802.94936708861	79	0.01347	2.226	5867	0.9009	Stromal	3
2948	834.925	6925.05	40	0.01497	3.311	2672	0.8449	Smooth Muscle	1
2949	3528.86516853933	4235.86516853933	89	0.01558	2.586	5714	0.9988	Enterocyte (Mid Villus)	4
2950	2436.27956989247	5290.45161290323	93	0.01793	1.801	5186	0.9768	Stem + TA	2
2951	4899.52432432432	2897.24864864865	185	0.02441	2.688	7580	0.9997	Enterocyte (Mid Villus)	4
2952	1269.625	6609.94117647059	136	0.008977	1.764	15150	0.8516	Smooth Muscle	
2953	1329.52307692308	6485.89230769231	65	0.009382	4.325	6928	0.863	Smooth Muscle	1
2954	1729.48888888889	6040.51111111111	45	0.03119	2.493	1443	0.9625	Macrophage + DC	1
2955	3316.09219858156	4461.82269503546	141	0.01307	1.23	10790	0.9918	Enterocyte (Bottom Villus)	4
2956	2890.85185185185	4851.55555555556	27	0.01395	4.063	1936	0.9201	B (Plasma)	3
2957	2859.03225806452	4939.43010752688	93	0.0324	4.376	2870	1	Stem + TA	2
2958	1854.97674418605	5874.38372093023	86	0.01965	2.707	4376	0.9389	T (CD4+)	3
2959	3194.65517241379	4553	58	0.02297	1.512	2525	0.9467	B (Plasma)	3
296	1780.09558823529	2077.17647058824	136	0.02484	2.075	5475	0.9981	Myenteric Plexus	3
2960	3677.20895522388	4084.10447761194	67	0.02851	2.663	2350	0.9977	Enterocyte (Bottom Villus)	4
2961	3587.55769230769	4174.92307692308	104	0.01524	2.46	6826	0.9972	Enterocyte (Bottom Villus)	4
2962	3180.45810055866	4622.34636871508	179	0.0176	2.109	10170	0.9821	B (Plasma)	3
2963	2457.86206896552	5307.55172413793	29	0.01962	3.584	1478	0.9989	Stem + TA	2
2964	2967.75	4945	60	0.01111	3.403	5400	0.9954	Stromal	2
2965	1861.9296875	5941.8359375	128	0.01538	1.111	8320	0.9826	Stromal	3
2966	2507.32727272727	5262.32727272727	110	0.01506	2.15	7302	0.9396	Goblet	2
2967	3599.07547169811	4169.39622641509	106	0.01915	6.326	5534	0.9916	Enterocyte (Bottom Villus)	4
2968	3260.97619047619	4593.42857142857	42	0.009036	3.025	4648	0.9691	B (Plasma)	3
2969	3762.875	4079.375	32	0.02046	1.968	1564	1	Goblet	4
297	3128.26884422111	723.680904522613	398	0.02878	1.619	13830	1	Stem + TA	2
2970	1444.92	6406.92	25	0.01333	4.915	1876	0.9135	Stromal	1
2972	4106.42328042328	3709.1746031746	189	0.03243	2.285	5828	1	Enterocyte (Mid Villus)	4
2973	4562.41121495327	3239.22118380062	321	0.03266	2.41	9830	0.9943	Enterocyte (Mid Villus)	
2974	4628.39607843137	3197.70196078431	255	0.02033	2.309	12540	0.9982	Goblet	
2975	2291.82905982906	5467.77777777778	234	0.02014	2.106	11620	1	Stem + TA	2
2976	2013.33860759494	5855.45569620253	632	0.034	1.431	18590	0.9971	Paneth	3
2977	1912.15068493151	5930.53424657534	73	0.01765	2.386	4136	0.9811	Macrophage + DC	3
2978	2064.20408163265	5761.62244897959	196	0.02632	1.631	7446	0.9858	Stem + TA	2
2979	4595.08333333333	3144.77976190476	168	0.01938	4.178	8668	0.9921	Enterocyte (Mid Villus)	4
298	3704.02136752137	228.435897435897	234	0.02019	4.339	11590	0.9967	Enterocyte (Bottom Villus)	2
2980	3688.9243697479	4126.32773109244	119	0.01949	2.459	6107	1	Enterocyte (Bottom Villus)	4
2981	3962.73076923077	3825.46153846154	26	0.01127	2.072	2308	0.8576	T (CD8+)	4
2982	798.060606060606	6972.36363636364	99	0.01594	1.421	6210	0.9878	Smooth Muscle	1
2983	1431.85046728972	6324.28971962617	107	0.01231	2.749	8690	0.8776	Smooth Muscle	1
2984	4030.8282208589	3756.57668711656	163	0.02129	1.874	7655	0.9925	Goblet	4
2985	2511.16756756757	5351.13513513513	185	0.0236	1.204	7838	0.9905	Stem + TA	2
2986	1390.94936708861	6455.49367088608	79	0.01471	4.858	5370	0.9054	Stromal	1
2987	1147.85	6656.525	40	0.009225	3.507	4336	0.8287	Stromal	
2988	2013.21739130435	5809.39130434783	23	0.01038	3.415	2216	1	Paneth	2
2989	2202.4	5571.73333333333	15	0.02269	3.82	661	0.9919	Macrophage + DC	2
299	1500.1935483871	2356.38709677419	31	0.01506	3.577	2058	0.7589	Smooth Muscle	1
2990	3362.02845528455	4517.35772357724	246	0.02193	2.625	11220	0.9987	Enterocyte (Bottom Villus)	2
2991	2959.28571428571	4830.09523809524	21	0.008222	2.918	2554	0.8383	Stromal	3
2992	4769.3963963964	3055.16216216216	111	0.01574	2.305	7050	1	Enterocyte (Mid Villus)	4
2993	3527.5	4296.95689655172	232	0.02544	2.389	9120	1	Goblet	4
2994	3738.96296296296	4068.66666666667	27	0.02058	1.13	1312	1	Enterocyte (Mid Villus)	4
2995	3454.59024390244	4436.6243902439	205	0.01728	4.267	11860	1	Enterocyte (Bottom Villus)	4
2996	3503.38	4314.7	50	0.01062	4.227	4709	0.9917	Goblet	4
2997	3653	4166.08823529412	34	0.025	1.791	1360	1	Enterocyte (Mid Villus)	4
2998	1930	5856.25806451613	31	0.02202	4.496	1408	0.9762	Macrophage + DC	3
2999	3575.08396946565	4247.91603053435	131	0.01406	1.394	9320	0.9997	Enterocyte (Mid Villus)	4
3	2091.34285714286	61.8	70	0.01402	2.744	4992	0.9838	Stromal	1
30	2072.41954022989	534.01724137931	174	0.01524	2.034	11420	0.9716	Smooth Muscle	1
300	2512.21818181818	1298.83636363636	55	0.03754	2.373	1465	0.9784	Stromal	3
3000	4162.04166666667	3742	24	0.01531	2.038	1568	1	Enterocyte (Mid Villus)	4
3001	4090.22988505747	3723.10344827586	87	0.01549	1.757	5616	0.9716	Enterocyte (Mid Villus)	4
3002	2267.35245901639	5556.02459016393	122	0.02226	1.984	5480	0.9697	Stromal	2
3003	3557.27922077922	4389.87012987013	154	0.01995	3.759	7721	1	Enterocyte (Mid Villus)	4
3004	883.787878787879	6917.30303030303	33	0.01208	1.041	2732	0.8065	Smooth Muscle	1
3005	3686.25	4124.30555555556	36	0.01268	10.49	2838	0.932	Enterocyte (Bottom Villus)	4
3007	2207.54545454545	5645.25757575758	66	0.00634	1.467	10410	0.9256	Paneth	2
3008	3763.14393939394	4136.61363636364	132	0.02204	1.665	5990	0.994	Enterocyte (Bottom Villus)	4
3009	3648.21804511278	4219.98496240602	133	0.02439	1.431	5454	1	Enterocyte (Mid Villus)	4
301	3585.62222222222	272.325925925926	135	0.01261	2.041	10710	0.9709	Stem + TA	2
3011	3832.50909090909	4055.52727272727	110	0.01762	2.076	6244	0.97	Enterocyte (Mid Villus)	4
3012	4147.91111111111	3730.08888888889	45	0.03103	1.645	1450	1	Enterocyte (Mid Villus)	4
3013	4961.51612903226	2938.51612903226	31	0.007445	1.383	4164	0.9891	Enterocyte (Mid Villus)	4
3014	2106.22448979592	5810.51020408163	98	0.01176	1.024	8334	0.9684	Paneth	2
3015	825.798245614035	7047.13157894737	114	0.01925	1.457	5922	0.9664	Smooth Muscle	1
3016	2218.8	5621.51111111111	45	0.01323	1.596	3401	0.9972	Paneth	2
3017	2587.54945054945	5358.84615384615	91	0.02335	1.489	3898	0.9983	Stem + TA	2
3018	3784.31147540984	4084.06557377049	61	0.01596	2.157	3822	0.9827	Goblet	4
3019	1436.43396226415	6517.07547169811	53	0.01516	1.605	3496	0.8157	Macrophage + DC	1
302	2548.95161290323	1391.04838709677	62	0.01329	2.588	4664	0.9997	Stromal	3
3020	4796.75070028011	3102.67787114846	357	0.02439	1.861	14640	0.9994	Goblet	4
3021	2939.14814814815	4894.25	108	0.0134	1.496	8062	0.967	Telocyte	2
3022	945.75652173913	6962.66086956522	115	0.01812	1.298	6346	0.9765	Smooth Muscle	1
3023	1867.3125	6037.4375	16	0.009756	2.059	1640	0.8115	Stromal	3
3024	4896.81100478469	3053.11961722488	418	0.02842	3.261	14710	0.9963	Enterocyte (Mid Villus)	4
3025	3163.024	4722.64	125	0.01376	1.982	9084	0.9366	B (Plasma)	3
3026	3794.66666666667	4196.51851851852	27	0.0194	6.032	1392	1	Enterocyte (Mid Villus)	4
3027	3720.60227272727	4206.76704545455	176	0.02179	2.145	8078	0.9911	Enterocyte (Mid Villus)	4
3028	3319.81818181818	4557.86868686869	99	0.01342	3.387	7375	0.9975	Enterocyte (Bottom Villus)	2
3029	3930.59731543624	4059.63758389262	149	0.02501	2.696	5958	1	Enterocyte (Mid Villus)	4
303	1735.94117647059	2173.82352941176	68	0.01578	1.602	4309	0.997	Myenteric Plexus	
3030	2172.46666666667	5747.7	30	0.01149	1.398	2612	0.8909	Paneth	2
3031	3385.22119815668	4436.83410138249	217	0.0244	3.086	8894	0.9992	Enterocyte (Bottom Villus)	4
3032	3232.21052631579	4695.40789473684	76	0.01598	2.188	4756	0.9935	Macrophage + DC	3
3034	4187.11557788945	3818.54773869347	199	0.02176	2.908	9146	1	Enterocyte (Mid Villus)	4
3035	1793.47142857143	6192.24285714286	70	0.02291	1.334	3055	0.9565	Macrophage + DC	3
3036	2463.63913043478	5439.92173913043	230	0.03236	1.701	7108	0.9951	Stem + TA	2
3037	2912.07692307692	4953.64423076923	104	0.01168	1.227	8905	0.9729	Stromal	2
3038	4125.30147058824	3850.56617647059	136	0.02155	1.238	6312	0.9892	Enterocyte (Mid Villus)	4
3039	4899.15555555556	2975.9873015873	315	0.03151	2.715	9998	0.997	Enterocyte (Mid Villus)	4
304	3114.51515151515	787.545454545455	99	0.01238	1.997	7998	1	Paneth	2
3040	2616.96	5300.08	25	0.03177	2.175	787	0.9909	Stem + TA	2
3041	1914.34615384615	6094.15384615385	26	0.006646	1.471	3912	0.7952	Endothelial	3
3042	1782.13793103448	6131.10344827586	87	0.02282	1.629	3813	0.9062	Telocyte	3
3043	2183.49019607843	5714.17647058824	51	0.01438	3.262	3547	0.9127	Stem + TA	2
3044	3181.59375	4815.96875	32	0.01124	1.717	2848	0.9744	Stromal	3
3045	3604.17283950617	4352.61728395062	162	0.01912	1.48	8472	0.9995	Enterocyte (Mid Villus)	4
3046	2426.70782608696	5518.87130434783	575	0.03324	1.535	17300	0.9999	Stem + TA	2
3048	4009.4453125	4018.21875	128	0.0166	1.472	7712	0.9625	T (CD8+)	3
3049	2599.72549019608	5318.43137254902	51	0.01132	2.585	4504	0.9483	Goblet	2
305	1397.88461538462	2498.53846153846	26	0.01435	1.644	1812	0.9931	Smooth Muscle	1
3050	866.826923076923	7019.34615384615	104	0.02033	2.466	5116	0.9747	Smooth Muscle	1
3051	3003.67213114754	4917.22950819672	61	0.0199	2.087	3066	0.9569	B (Plasma)	2
3052	3818.56692913386	4126.18897637795	127	0.02779	1.315	4570	1	Goblet	4
3053	1686.76	6312.28	25	0.0134	1.321	1866	0.9631	Stromal	3
3054	4989.13836477987	2962.66666666667	159	0.01912	1.68	8315	0.9849	Enterocyte (Mid Villus)	4
3055	4132.42857142857	3785.71428571429	28	0.01955	2.851	1432	1	Enterocyte (Mid Villus)	4
3059	2650.30769230769	5313.61538461538	13	0.01708	2.036	761	1	Stem + TA	2
306	3196.71967654987	698.315363881402	371	0.03115	3.083	11910	1	Stem + TA	2
3060	4283.26905829596	3749.4798206278	223	0.02584	3.649	8631	1	Enterocyte (Mid Villus)	4
3061	1888.11403508772	6058.80701754386	114	0.01588	1.666	7180	0.9554	Stromal	3
3062	2643.71428571429	5351.84523809524	84	0.02716	1.316	3093	1	Goblet	2
3063	2682.58666666667	5285.93333333333	150	0.01705	1.422	8797	0.9816	Stem + TA	2
3064	2151.32352941176	5755.5	34	0.01349	3.488	2520	0.9726	Stem + TA	2
3065	3227.22580645161	4754.35483870968	31	0.01216	1.504	2550	0.9636	Stromal	3
3066	3281.6511627907	4718.76744186046	43	0.02312	5.121	1860	0.9778	Stromal	3
3067	2206.77272727273	5815.27272727273	22	0.01233	8.065	1784	0.9999	Stem + TA	2
3068	4188.48780487805	3761.68292682927	41	0.0219	1.497	1872	1	Enterocyte (Mid Villus)	4
3069	1973.98130841121	5968.28971962617	107	0.01504	1.867	7115	0.9194	B (Plasma)	3
307	2677.21428571429	1193.04761904762	42	0.01673	3.374	2511	0.961	Telocyte	2
3070	3647.71604938272	4306.62345679012	162	0.02779	3.066	5830	1	Enterocyte (Mid Villus)	4
3071	2544.87351778656	5473.10276679842	253	0.03617	4.836	6994	1	Stem + TA	2
3072	3007.02247191011	5037.43820224719	178	0.01735	1.623	10260	0.9928	Enterocyte (Bottom Villus)	2
3073	2415.36633663366	5638.12871287129	101	0.01639	2.751	6164	0.9999	Stem + TA	2
3074	2495.92307692308	5530.98076923077	52	0.01775	4.353	2930	1	Goblet	2
3075	4812.31034482759	3224.91724137931	290	0.02705	1.193	10720	0.9995	Enterocyte (Mid Villus)	
3078	898.117647058824	7027.20588235294	34	0.01559	2.294	2181	0.9923	Smooth Muscle	1
3079	953.279069767442	7049.48837209302	43	0.0135	3.824	3186	0.9958	Smooth Muscle	1
3080	2736.78333333333	5366.78333333333	120	0.01406	3.958	8532	0.9998	Stem + TA	2
3081	3415.44736842105	4558.44736842105	38	0.008776	2.101	4330	0.9771	Enterocyte (Mid Villus)	4
3082	3881.07279693487	4145.76245210728	261	0.02302	1.809	11340	0.998	Enterocyte (Mid Villus)	4
3083	1420.01666666667	6592.28333333333	60	0.008476	1.437	7079	0.8757	Macrophage + DC	3
3084	2342.58275862069	5662.62068965517	290	0.0281	4.741	10320	0.9993	Stem + TA	2
3085	3735.19230769231	4249.5	26	0.01415	2.201	1838	1	T (CD8+)	4
3086	2690.91666666667	5381.41666666667	12	0.01846	3.923	650	1	Stem + TA	2
3087	3358.25182481752	4609.45255474453	274	0.02244	3.617	12210	0.9947	Enterocyte (Bottom Villus)	2
3088	2275.95833333333	5667.41666666667	144	0.01969	2.77	7312	0.9688	Stem + TA	2
3089	3554.4375	4419.8125	16	0.04685	5.411	341.5	1	Enterocyte (Bottom Villus)	4
309	3746.54285714286	88.7523809523809	105	0.0173	1.647	6068	0.9773	Goblet	2
3090	2857.05594405594	5217.18181818182	143	0.01439	1.697	9936	0.9843	Stem + TA	2
3091	4980.31707317073	3027.68292682927	41	0.02133	1.489	1922	1	Enterocyte (Mid Villus)	4
3092	3703.41391941392	4292.84615384615	273	0.03711	2.326	7357	0.9975	Goblet	4
3093	3822.95945945946	4202.4054054054	74	0.02064	2.191	3585	1	Enterocyte (Mid Villus)	4
3094	4726.428125	3247.321875	320	0.03213	2.679	9960	0.9892	Enterocyte (Mid Villus)	4
3095	2797.63285024155	5203.26570048309	207	0.01538	2.308	13460	0.9735	Stem + TA	2
3096	2681.875	5366.25	16	0.04476	1.889	357.5	1	Stem + TA	2
3097	2232.14655172414	5800.3275862069	116	0.0212	1.787	5471	0.971	Stem + TA	2
3098	4163.29032258064	3807.43010752688	93	0.01421	2.207	6546	0.964	Enterocyte (Mid Villus)	4
3099	1406.89655172414	6577.44827586207	29	0.01072	2.985	2704	0.8791	Macrophage + DC	3
31	2313.35344827586	252.758620689655	116	0.01582	3.421	7332	0.9944	Smooth Muscle	1
310	3319.45142857143	528.04	175	0.0227	2.156	7708	1	Macrophage + DC	2
3100	2531.36363636364	5475.15584415584	77	0.02897	1.584	2658	1	Goblet	2
3101	2838.44295302013	5138.38255033557	149	0.02115	1.272	7046	0.9948	Stem + TA	2
3102	2328.98333333333	5714.26666666667	60	0.01563	3.459	3838	0.9991	Stem + TA	2
3103	2923.33576642336	5146.80291970803	137	0.01851	3.088	7402	1	Stem + TA	2
3104	2832.12315270936	5073.90640394089	203	0.02706	1.642	7502	0.9896	Stem + TA	2
3105	3744.33333333333	4248.6	60	0.01115	2.572	5383	1	T (CD4+)	4
3107	975.86	7029.42	50	0.02363	5.571	2116	0.9683	Smooth Muscle	1
3108	3228.56818181818	4830.84090909091	44	0.01599	3.173	2751	0.9384	B (Plasma)	3
3109	1755.58878504673	6250.26168224299	107	0.02248	1.835	4760	0.9663	Macrophage + DC	3
311	2671.03623188406	1253.11594202899	138	0.01544	1.486	8938	0.9696	Telocyte	2
3111	2539.45669291339	5521.37007874016	127	0.02745	2.522	4626	1	Stem + TA	2
3112	3484.39688715953	4391.61478599222	257	0.0182	4.387	14120	0.9958	Enterocyte (Bottom Villus)	4
3113	1272.12068965517	6803.39655172414	58	0.01066	1.497	5440	0.7587	Smooth Muscle	1
3114	860.806451612903	7112.96774193548	31	0.01241	1.292	2498	0.9405	Smooth Muscle	1
3115	2998.78571428571	5020.35714285714	14	0.01378	2.336	1016	1	Enterocyte (Bottom Villus)	2
3116	3538.49606299213	4572.7874015748	127	0.02141	2.863	5932	1	Enterocyte (Bottom Villus)	4
3117	4282.46428571429	3739.35714285714	28	0.02789	2.274	1004	1	Enterocyte (Mid Villus)	4
3118	2013.18085106383	6033.05319148936	94	0.01039	2.42	9044	0.9144	Paneth	
3119	4255.48461538462	3795.30769230769	130	0.02097	3.246	6198	0.9746	Enterocyte (Mid Villus)	4
312	3306.24074074074	613.074074074074	54	0.01682	1.387	3210	0.9987	Stromal	2
3122	3110.24096385542	4919.46987951807	166	0.01324	1.666	12540	0.9017	B (Plasma)	2
3123	4967.92307692308	3073.46153846154	13	0.04833	7.816	269	1	Enterocyte (Mid Villus)	4
3124	912.224358974359	7096.6858974359	156	0.02098	1.416	7437	0.9814	Smooth Muscle	1
3125	2659.44217687075	5403.45578231293	147	0.02704	2.617	5436	0.9501	Stem + TA	2
3126	886.254545454545	7162.38181818182	55	0.01683	3.561	3268	1	Smooth Muscle	1
3127	835.962264150943	7191.51886792453	106	0.02478	1.402	4277	0.9677	Smooth Muscle	1
3128	3391.70588235294	4664.23529411765	17	0.01001	2.456	1699	1	Enterocyte (Mid Villus)	4
3129	4305.03846153846	3789.69230769231	26	0.01651	2.677	1575	1	Enterocyte (Mid Villus)	4
313	3259.08256880734	712.036697247706	109	0.01423	2.869	7660	1	Stem + TA	2
3131	1783.05303030303	6323.9696969697	132	0.02096	1.589	6297	0.951	Telocyte	3
3132	2411.42352941176	5628.11176470588	170	0.02454	2	6928	0.9941	Stem + TA	2
3133	3354.65714285714	4711.65714285714	70	0.01096	3.276	6384	0.9827	Pericyte	3
3134	1254.00689655172	6899.24827586207	145	0.01348	1.671	10760	0.9138	Smooth Muscle	1
3135	3489.296	4484.972	250	0.0189	1.351	13230	1	Enterocyte (Bottom Villus)	4
3136	1918.84	6160.28	50	0.01849	1.64	2704	0.8561	Stromal	3
3137	3862.88888888889	4240.72222222222	18	0.02832	1.567	635.5	1	Enterocyte (Mid Villus)	4
3139	3766.70512820513	4294.96153846154	78	0.01417	2.16	5506	1	T (CD8+)	4
314	3645.50295857988	284.615384615385	169	0.01746	1.803	9680	0.9779	Stem + TA	2
3140	2449.4875	5686.0625	80	0.02046	2.241	3910	0.9996	Stem + TA	2
3141	782.756756756757	7214.48648648649	74	0.01918	3.891	3858	0.9362	Telocyte	1
3142	3629.81333333333	4379.2	150	0.01578	2.489	9504	0.9997	Goblet	4
3143	4150.40740740741	3992.2037037037	54	0.01326	1.826	4072	0.9466	T (CD4+)	3
3144	3505.79361179361	4615.25552825553	407	0.03524	2.242	11550	1	Enterocyte (Bottom Villus)	4
3145	3924.06	4134.18	50	0.0105	1.785	4761	0.9806	Endothelial	4
3146	1856.15966386555	6150.78151260504	119	0.02556	2.846	4656	0.9487	Stromal	3
3147	3906.07272727273	4219.50909090909	55	0.01742	2.823	3157	1	Enterocyte (Mid Villus)	4
3148	3627.89051094891	4468.79562043796	411	0.02827	2.809	14540	1	Enterocyte (Bottom Villus)	4
3149	3209.875	4890.625	16	0.02617	12.77	611.5	0.8518	Macrophage + DC	3
315	2259.4696969697	1649.04545454545	66	0.008689	2.461	7596	0.7708	Smooth Muscle	1
3150	3799.0447761194	4361.10447761194	67	0.01665	2.745	4024	0.9937	Goblet	4
3151	4202.0625	3802.6875	16	0.01129	1.948	1417	0.9411	Enterocyte (Mid Villus)	4
3152	3721.625	4382	152	0.0161	1.975	9439	0.9896	Enterocyte (Bottom Villus)	4
3153	3308.96396396396	4784.44144144144	111	0.01922	2.27	5775	0.9461	B (Plasma)	3
3154	1060.5611814346	7062.85654008439	237	0.01546	1.908	15330	0.9801	Smooth Muscle	1
3155	4907.19736842105	3127.17105263158	152	0.01773	1.838	8572	0.9887	Enterocyte (Mid Villus)	4
3156	2947.64738292011	5064.62809917355	363	0.02379	2.272	15260	0.989	Stem + TA	2
3157	1176.29268292683	6966.64634146341	82	0.0101	1.824	8120	0.8278	Smooth Muscle	1
3158	1700.9375	6406.6875	16	0.04372	6.256	366	0.9418	Smooth Muscle	3
3159	991.327868852459	7092.81967213115	61	0.02467	2.732	2473	1	Macrophage + DC	1
316	2514.52071005917	1373.43195266272	169	0.02627	2.298	6434	0.9949	Stromal	3
3160	3560.39814814815	4518.96296296296	216	0.02503	2.146	8628	1	Enterocyte (Bottom Villus)	4
3161	2569.30927835052	5551.28865979381	97	0.01941	4.63	4998	1	Stem + TA	2
3162	1663.41666666667	6409.40151515152	132	0.01616	4.771	8170	0.9857	Endothelial	3
3163	3112.62127659574	5032.13617021277	235	0.02635	1.833	8920	0.9988	Enterocyte (Bottom Villus)	2
3165	2294.98265895954	5832.92485549133	173	0.01913	2.423	9042	0.9926	Paneth	2
3166	806.927536231884	7271.23188405797	69	0.02135	3.804	3232	0.9796	Stromal	1
3167	915.428571428571	7180.85714285714	14	0.01633	3.461	857.5	0.999	Smooth Muscle	1
3168	3797.10769230769	4253.07692307692	130	0.02111	3.022	6158	0.9999	Enterocyte (Mid Villus)	4
3169	2509.65555555556	5534.78888888889	90	0.01308	2.3	6880	0.9999	Stem + TA	2
317	3384.13071895425	479.241830065359	153	0.01864	3.353	8209	0.9949	Endothelial	2
3170	3955.72058823529	4201.38235294118	68	0.02199	1.54	3092	1	Enterocyte (Mid Villus)	4
3171	2107.72727272727	6001.45454545455	11	0.008943	4.388	1230	0.8156	Paneth	2
3172	4166.86301369863	3920.78082191781	73	0.01231	1.162	5928	0.9826	Endothelial	4
3173	3030.63636363636	5150.18939393939	132	0.02282	1.149	5784	0.9871	Stem + TA	2
3174	2182.01195219124	5904.13346613546	502	0.02669	1.381	18810	0.9982	Paneth	2
3175	2370.38636363636	5749.25	44	0.02062	2.615	2134	0.9952	Stem + TA	2
3176	1628.61963190184	6539.47239263804	163	0.0186	2.65	8762	0.9901	Endothelial	3
3177	3861.81690140845	4266.67605633803	142	0.02263	1.911	6274	0.9973	Enterocyte (Mid Villus)	4
3178	4333.56862745098	3715.08496732026	153	0.03591	1.6	4261	0.9922	Enterocyte (Mid Villus)	
318	2602.25961538462	1309.24038461538	104	0.02347	1.234	4432	0.9815	T (CD4+)	3
3180	3825.66666666667	4286.94444444444	18	0.03633	2.976	495.5	1	B (Plasma)	4
3181	4008.03623188406	4057.85507246377	138	0.02005	2.221	6882	0.9763	T (CD4+)	3
3182	3993.64864864865	4115.83783783784	37	0.009327	2.871	3967	1	T (CD4+)	3
3183	4259.07142857143	3916.73214285714	56	0.01081	1.408	5182	0.9843	Endothelial	4
3184	2568.5	5544.14285714286	14	0.02732	3.737	512.5	1	Stem + TA	2
3185	2907.66666666667	5179.77304964539	141	0.01893	1.782	7448	0.9999	Stem + TA	2
3186	4348.956	3781.356	250	0.02552	1.624	9797	0.988	Goblet	4
3187	3598.85714285714	4555.78571428571	14	0.01666	2.123	840.5	1	Enterocyte (Bottom Villus)	4
3188	3868.82608695652	4256.78260869565	46	0.0092	2.698	5000	0.9281	Enterocyte (Mid Villus)	4
3189	990.155555555556	7149.81111111111	90	0.01969	2.089	4572	0.986	Endothelial	1
319	3525.18604651163	456.630021141649	473	0.02956	1.18	16000	0.9963	Stem + TA	2
3190	2497.04983388704	5616.42857142857	301	0.03687	1.289	8164	0.9986	Stem + TA	2
3191	3408.67771084337	4663.01807228916	332	0.02315	2.141	14340	0.999	Enterocyte (Bottom Villus)	4
3192	2135.8085106383	5928.94680851064	94	0.009572	1.935	9820	0.9817	Stem + TA	2
3193	885.887640449438	7234.95505617978	89	0.02916	2.635	3052	0.9653	Smooth Muscle	1
3194	3037.70707070707	5006.07575757576	198	0.0192	1.438	10310	0.995	Goblet	2
3195	2751.66310160428	5435.58823529412	187	0.02586	1.421	7232	0.9756	Stem + TA	2
3196	1406.8	6753.74	50	0.01377	2.804	3632	0.9239	Macrophage + DC	3
3197	3977.18181818182	4131.54545454545	22	0.01188	2.466	1852	1	T (CD4+)	4
3198	4235.775	3921.525	80	0.01329	1.13	6019	0.9472	Endothelial	4
